property_name,reviewer,date,stars,heading,review
MRKR Mera Homes,Guest User,07/12/2020,5,MRKR Mera Homes.,MRKR Mera Homes is an outstanding residential project built by MRKR Constructions Pvt Ltd at prime locality Whitefield Bangalore. The project has luxury 2 and 3 BHK flats with world-class amenities.
MRKR Mera Homes,Guest User,15/08/2020,5,MRKR Mera Homes.,This is beautiful MRKR Mera Homes. Apartment with unobstructed view of the Garden. Near Sai Baba Ashram.
MRKR Mera Homes,satish,25/10/2017,5,Whitefield.,?
Vaishnavi Serene ,Guest User,08/06/2021,4,Nice project.,"It is one of the best and fast-developing residential projects coming up in a luxurious location. The builder offered all facilities for residents. Project construction and sporting staff are very good. Surrounding Greenery area, peaceful and pollution-free location."
Vaishnavi Serene ,Neeraj,05/06/2021,5,Nice project.,"Beautiful landscapes all around the project make it more special & Elite. The project offers spacious Apartments with luxurious features, It is full of greenery landscapes & excellent amenities."
Vaishnavi Serene ,Guest User,08/06/2021,4,Nice project.,"It is one of the best and fast-developing residential projects coming up in a luxurious location. The builder offered all facilities for residents. Project construction and sporting staff are very good. Surrounding Greenery area, peaceful and pollution-free location."
Vaishnavi Serene ,Neeraj,05/06/2021,5,Nice project.,"Beautiful landscapes all around the project make it more special & Elite. The project offers spacious Apartments with luxurious features, It is full of greenery landscapes & excellent amenities."
Vaishnavi Serene ,Guest User,03/06/2021,5,Nice project.,It is a nice project situated in a calm and quiet place. Really helpful staff and there are lots of park children play area and big size of parking space good quality of the road.
Vaishnavi Serene ,Guest User,02/06/2021,4,Nice project.,It is a wonderful location with a complete greenery area. This is the project now not ready to move but the builder promised possession is very soon and all luxury amenities available.
Vaishnavi Serene ,Guest User,09/01/2021,4,Nice project.,Good project for families have good facilities and amenities like amphitheater banquet hall basket ball court beach volley ball convenience store covered car parking cricket court gym indoor games jogging track kids pool landscaped garden lift party area play area pool table security personnel senio... Read More
Vaishnavi Serene ,Guest User,01/01/2021,4,Peaceful project.,Vaishnavi Serene is a good residential project by Vaishnavi Developers located in Yelanhka. The project location is a very peaceful and good environment with all major amenities and facilities.
Vaishnavi Serene ,Guest User,22/12/2020,5,Best project on this location,Vaishnavi Serene is a premium ready to move Apartment located in Yelahanka the project provides lavishly designed 2 and 3 BHK homes with all the modern amenities such as swimming pool kids play area club house gym tennis court indoor games jogging track etc.
Vaishnavi Serene ,Guest User,22/12/2020,4,Nice place to live,This apartment is very famous in the city. It has a garden area for kids and people too.Lots of open and green space.
Vaishnavi Serene ,Guest User,20/12/2020,4,Luxurious home with affordable flats,Vaishnavi Serene is located in Yelahanka with good main road connectivity for it it has very spacious flats luxurious flats with good location easy access to all basic needs and facilities from this project
Vaishnavi Serene ,Guest User,08/11/2020,4,Good construction quality project.,"The amazing residential apartment construction quality is very good. A well-maintained security system is very good. The parking area is nice and, the environment is very good."
Vaishnavi Serene ,Vikas,30/04/2014,5,Yelahanka is the well known place of Bangalore.,?
Ankuraa Lotus,Sridhar,27/06/2019,4,Whitefield.,?
Aparna Maple,Guest User,18/10/2020,3,Good project for living.,This project is under construction now and affordable prices. The builder offered all amenities available for residents. Good connectivity to all facilities.
Aparna Maple,Guest User,18/10/2020,3,Good project for living.,This project is under construction now and affordable prices. The builder offered all amenities available for residents. Good connectivity to all facilities.
Aparna Maple,Keshavan,07/09/2020,5,Thanisandra Main Road.,?
Desai Golden Springs,Vijay,29/12/2013,4,Kadugodi.,?
SV GRANDUR,Sonal,23/06/2014,4,Electronic City.,?
Jayani Paradise,Gopal,28/10/2015,5,Mahadevapura.,?
SK Cosmos,Dinesh ,28/02/2014,5,Horamavu is an excellent place of Bangalore.,?
Velpula Pride,Vivek,04/05/2014,4,Yelahanka.,?
Maangalya Park Avenue,White Leaf Property Solutions,13/06/2017,4,Kanakapura Road.,?
Devagiri Emeralds,Sathya,24/09/2013,4,Uttarahalli.,?
Satwis Thavil,Guest User,02/02/2021,2,Possession delayed,"Bought the flat last year, every time i ask about possession they give future dates, the pace at which it is going, I doubt that they will deliver it this year."
Satwis Thavil,Guest User,01/01/2021,3,Nice project.,"Elegance, convenience, and sophistication came together to give you a very good experience. Nice project with all facilities and good environment."
Satwis Thavil,Guest User,02/02/2021,2,Possession delayed,"Bought the flat last year, every time i ask about possession they give future dates, the pace at which it is going, I doubt that they will deliver it this year."
Satwis Thavil,Guest User,01/01/2021,3,Nice project.,"Elegance, convenience, and sophistication came together to give you a very good experience. Nice project with all facilities and good environment."
Satwis Thavil,maitri upadhyay,19/04/2019,1,Worst area of Bangalore.,?
SSB Sunrise,Antony Sajeeth,25/09/2015,5,Thambuchetty Palya.,?
Skanda Lake Front,Raghunandan,16/12/2015,4,Kanakapura Road.,?
SLN Meadows,Chandra,23/07/2015,5,Thanisandra Main Road.,?
Saritha Splendor LSR,Sridhar,27/06/2019,4,Whitefield.,?
Icon SN Luxuria,Anup,28/01/2016,5,Hennur Main Road.,?
Pyramid Bilberry,Guest User,25/03/2021,4,Good project.,This project is situated on the outskirts of Bangalore city. It is a very peaceful location with good greenery surrounding and a very nice project with good connectivity to all basic needs from the project nicely maintained by society.
Pyramid Bilberry,Guest User,25/03/2021,4,Good project.,This project is situated on the outskirts of Bangalore city. It is a very peaceful location with good greenery surrounding and a very nice project with good connectivity to all basic needs from the project nicely maintained by society.
Pyramid Bilberry,Arnab,23/09/2018,5,Thanisandra,?
Sonestaa Melody,verghese,12/02/2014,5,Varthur.,?
Sri Nandana Royal,Guest User,01/11/2020,4,Nice project.,"This society is good for residential. There are many facilities available in the society like Lifts, Parking, CCTV, Security guard, Nearby Market, Mall, Hospital, School, Park, etc."
Sri Nandana Royal,Guest User,01/11/2020,4,Nice project.,"This society is good for residential. There are many facilities available in the society like Lifts, Parking, CCTV, Security guard, Nearby Market, Mall, Hospital, School, Park, etc."
Sri Nandana Royal,Javeed,07/12/2019,4,Electronic City Phase 2.,?
CBR Aavani,Guest User,09/12/2020,3,Good Project.,An average residential project with basic quality construction. It is not so good as told by the builder & brokers.
CBR Aavani,Pradeep,16/10/2020,4,Good Project.,Good quality construction. Good builder and very good location. Nice society to live the only drawback is the entrance road is not built up and borewell road is always crowded.
CBR Aavani,Guest User,09/12/2020,3,Good Project.,An average residential project with basic quality construction. It is not so good as told by the builder & brokers.
CBR Aavani,Pradeep,16/10/2020,4,Good Project.,Good quality construction. Good builder and very good location. Nice society to live the only drawback is the entrance road is not built up and borewell road is always crowded.
CBR Aavani,Sunil,22/04/2014,4,HSR Layout.,?
Sri Tirumala Silver Springs,Abhay,18/01/2016,5,K R Puram.,?
NVR Sun Pearl Block B,Avish Reddy,13/05/2015,3,Kadugodi.,?
Garuda Park Square,Laxman,17/08/2016,2,K R Puram.,?
Peace Paramount,Amarendra,05/03/2020,5,Yalahanka.,?
United Highlands,Vicky,10/02/2017,5,Marathahalli.,?
Salarpuria Sattva Aspire,Guest User,14/08/2020,4,Salarpuria Satta aspire,Salarpuria Satta aspire is a multistorey residential project comes in Hennur Bagalur main road. The project offers all unique Amenities and facilities with 24 hours and cctv available in each tower with security. The project access to many reputed schools hospitals mall's super markets etc road conn... Read More
